Symbol,Security Name,Tier,Price,Change %,Vol,Sec Type,Country,State
FRDSF,4DS MEMORY LTD,Pink Current,0.150000,,0,Foreign Ordinary Shares,Australia,Western Australia
GBBLF,GLOBAL ENERGY VENTURE LTD,Pink Current,0.052000,,0,Foreign Ordinary Shares,Australia,Western Australia
JKLPF,LAWFINANCE LTD,Pink Current,0.000000,,0,Foreign Ordinary Shares,Australia,New South Wales
AFTPF,AFTERPAY LTD,Pink Current,92.570000,-4.097400,4769,Foreign Ordinary Shares,Australia,Victoria
ATGGF,ACTINOGEN MED LTD,Pink Current,0.024000,,0,Foreign Ordinary Shares,Australia,New South Wales
NBVAF,NUBEVA TECH LTD ORD,Pink Current,0.658510,,0,Foreign Ordinary Shares,Australia,New South Wales
TPDDF,TALON ENERGY LTD,Pink Current,0.007000,,0,Foreign Ordinary Shares,Australia,New South Wales
FKKEF,CHARTER HALL ED TR UTS,Pink Current,2.000000,,0,Foreign Ordinary Shares,Australia,Victoria
BLCPF,BLUECHIIP LTD MELBOURNE,Pink Current,0.000000,,0,Foreign Ordinary Shares,Australia,Victoria
CXOXF,ORE LITHIUM LTD,Pink Current,0.473100,11.056300,77564,Foreign Ordinary Shares,Australia,South Australia
GSCCF,IONEER LTD,Pink Current,0.522500,-3.240700,40385,Foreign Ordinary Shares,Australia,New South Wales
ECXXF,ECLIPX GROUP LTD,Pink Current,0.000000,,0,Foreign Ordinary Shares,Australia,New South Wales
CNCZF,CONICO LTD,Pink Current,0.050000,,0,Common Stock,Australia,Western Australia
LVTSF,LIVETILES LTD ORD,Pink Current,0.020005,,0,Foreign Ordinary Shares,Australia,Victoria
KRCLF,KING RIV RES LTD,Pink Current,0.000000,,0,Foreign Ordinary Shares,Australia,Western Australia
KGLLF,KGL RESOURCES LTD,Pink Current,0.115000,,0,Foreign Ordinary Shares,Australia,Queensland
TITMF,TITOMIC LTD,Pink Current,0.250000,,0,Foreign Ordinary Shares,Australia,Victoria
PBIGF,PARADIGM BIOPHARMACEUTICL,Pink Current,1.420000,,0,Foreign Ordinary Shares,Australia,Victoria
TTTNF,TITAN MINERALS LTD NEW,Pink Current,0.080000,298.010000,1240,Foreign Ordinary Shares,Australia,Western Australia
PNDLF,PENDAL GROUP LTD,Pink Current,0.000000,,0,Foreign Ordinary Shares,Australia,
KNEOF,KNEOMEDIA LIMITED,Pink Current,0.012000,20.000000,10000,Foreign Ordinary Shares,Australia,Victoria
FNGWF,5GN NETWORKS,Pink Current,0.670000,0.000000,24008,Foreign Ordinary Shares,Australia,Victoria
NXSCF,NEXT SCIENCE LTD,Pink Current,0.959150,,0,Foreign Ordinary Shares,Australia,New South Wales
JRVMF,JERVOIS GLOBAL LIMITED,Pink Current,0.448490,-1.463300,147420,Foreign Ordinary Shares,Australia,Victoria
MRMEF,MARMOTA LTD,Pink Current,0.000000,,0,Foreign Ordinary Shares,Australia,South Australia
HEITF,HEALTHIA LTD,Pink Current,0.000000,,0,Foreign Ordinary Shares,Australia,Queensland
BTGHF,BIGTINCAN HLDGS LTD,Pink Current,0.940000,,0,Foreign Ordinary Shares,Australia,New South Wales
CHLWF,CHARTER HALL LNG WLE REIT,Pink Current,3.740000,,0,Other Security Type,Australia,New South Wales
WSRLF,WISR LTD,Pink Current,0.000000,,0,Foreign Ordinary Shares,Australia,New South Wales
CLRSF,CASTILE RES LTD,Pink Current,0.100000,,0,Foreign Ordinary Shares,Australia,Western Australia
AFTPY,AFTERPAY LTD ADR,Pink Current,92.500000,-4.894100,42353,ADRs,Australia,Victoria
CODQL,CORONADO GBL RES CHSS DEP,Pink Current,0.850000,,0,Other Security Type,Australia,
VIEGF,WAYPOINT REIT LTD,Pink Current,0.000000,,0,Other Security Type,Australia,Victoria
LCOMF,LIFESTYLE CMMTYS LTD,Pink Current,13.600000,,0,Foreign Ordinary Shares,Australia,Victoria
CYRWF,CANYON RESOURCES LTD,Pink Current,0.060000,,0,Foreign Ordinary Shares,Australia,Western Australia
BUNNF,BWP TR,Pink Current,3.100000,,1000,Units,Australia,Western Australia
CREVF,CARBON REVOLUTION LTD,Pink Current,1.290000,,0,Foreign Ordinary Shares,Australia,Victoria
AUTYF,AUSTRALIAN UTY OFE FD UT,Pink Current,0.000000,,0,Foreign Ordinary Shares,Australia,Victoria
APOOF,APOLLO TOURISM & LEISURE,Pink Current,0.000000,,0,Foreign Ordinary Shares,Australia,Queensland
ARDNF,ARGENT MINERALS LTD,Pink Current,0.021100,,0,Foreign Ordinary Shares,Australia,Western Australia
EULIF,EUROPEAN LITHIUM LTD,Pink Current,0.071000,,0,Foreign Ordinary Shares,Australia,Western Australia
IVCTF,INVICTUS ENERGY LTD,Pink Current,0.110000,,0,Foreign Ordinary Shares,Australia,Western Australia
THORF,THOR MINING PLC,Pink Current,0.013100,,0,Foreign Ordinary Shares,Australia,South Australia
GTRIF,GTI RESOURCES LTD,Pink Current,0.000000,,0,Foreign Ordinary Shares,Australia,Western Australia
WHTHF,WHITEHAWK LTD,Pink Current,0.000000,,0,Foreign Ordinary Shares,Australia,Western Australia
ERWWF,ERRAWARRA RES LTD,Pink Current,0.000000,,0,Foreign Ordinary Shares,Australia,Western Australia
ZEUUF,ZEUS RES LTD,Pink Current,0.000000,,0,Foreign Ordinary Shares,Australia,New South Wales
TSIIF,TOP SHELF INTL HLDGS,Pink Current,0.000000,,0,Foreign Ordinary Shares,Australia,Victoria
TMZRF,THOMSON RESOURCES LTD,Pink Current,0.000000,,0,Foreign Ordinary Shares,Australia,New South Wales
ARHLF,ARCHTIS LTD,Pink Current,0.000000,,0,Foreign Ordinary Shares,Australia,New South Wales
OKPRF,OKAPI RES LTD,Pink Current,0.000000,,0,Foreign Ordinary Shares,Australia,Western Australia
IRRLF,IRONRIDGE RESOURCES LIMIT,Pink Current,0.000000,,0,Foreign Ordinary Shares,Australia,
LNZNF,LENZING AG ORD,Pink Current,118.060000,,0,Foreign Ordinary Shares,Austria,
EVNVY,EVN-AG S/ADR,Pink Current,4.550000,,0,ADRs,Austria,
WLFDY,WOLFORD AG SPONS ADR,Pink Current,1.620000,,0,ADRs,Austria,
VIAAY,VIENNA INTL AIRPORT S/ADR,Pink Current,9.520000,,0,ADRs,Austria,
WBRBF,WIENERBERGER BAUSTOFF AG,Pink Current,40.300000,,50,Foreign Ordinary Shares,Austria,
WBRBY,WIENERBERGER BSTOFF S/ADR,Pink Current,7.245000,1.898700,915,ADRs,Austria,
OMVJF,OMV AG,Pink Current,61.196000,,0,Foreign Ordinary Shares,Austria,
OMVKY,OMV AG BEARER SHS S/ADR,Pink Current,63.120000,0.142800,2358,ADRs,Austria,
OEZVF,VERBUND AG ORD,Pink Current,102.110000,,0,Foreign Ordinary Shares,Austria,
OEZVY,VERBUND AG S/ADR,Pink Current,22.210000,,0,ADRs,Austria,
PLFRF,PALFINGER AG,Pink Current,22.950000,,0,Foreign Ordinary Shares,Austria,
PLFRY,PALFINGER AG S/ADR,Pink Current,43.000000,,4,ADRs,Austria,
TKAGY,TELEKOM AUSTRIA AG S/ADR,Pink Current,17.708000,,0,ADRs,Austria,
EBKDY,ERSTE GROUP BANK AG S/ADR,Pink Current,21.960000,-1.876700,19241,ADRs,Austria,
EBKOF,ERSTE GROUP BK AG ORD,Pink Current,43.220000,-5.426700,247,Foreign Ordinary Shares,Austria,
MNHFF,MAYR-MELNHOF KARTON AG,Pink Current,200.790000,,0,Foreign Ordinary Shares,Austria,
ADRZF,ANDRITZ AG GRAZ AKT,Pink Current,55.500000,,0,Foreign Ordinary Shares,Austria,
ADRZY,ANDRITZ AG UNSP/ADR,Pink Current,11.140000,,255,ADRs,Austria,
SBOEF,SCHOELLER BLECKMAN OILFLD,Pink Current,42.350000,,0,Foreign Ordinary Shares,Austria,
SBOEY,SCHOELLER BLCKMN UNSP/ADR,Pink Current,4.050000,,0,ADRs,Austria,
RAIFF,RAIFFEISEN BK INTL AG ORD,Pink Current,24.323500,,0,Foreign Ordinary Shares,Austria,
RAIFY,RAIFFEISEN BK IN UNSP/ADR,Pink Current,7.220000,-0.551000,182,ADRs,Austria,
ZMTBY,ZUMTOBEL AG UNSP/ADR,Pink Current,4.520000,,0,ADRs,Austria,
OERCF,OESTERREICHISCHE POST AG,Pink Current,43.200000,,0,Foreign Ordinary Shares,Austria,
VNRFY,VIENNA INSURANCE SP/ADR,Pink Current,5.945000,,0,ADRs,Austria,
VNRGF,VIENNA INSURANCE GRP ORD,Pink Current,26.400000,,0,Foreign Ordinary Shares,Austria,
VLPNF,VOEST ALPINE EISENBHNSYS,Pink Current,38.560000,,0,Foreign Ordinary Shares,Austria,
VLPNY,VOESTALPINE AG UNSP/ADR,Pink Current,7.540000,2.473500,4885,ADRs,Austria,
GBTT,GABBIT CORP,Pink Current,0.000000,,0,Common Stock,Austria,
BWAGF,BAWAG GROUP AG ORD,Pink Current,62.940000,,0,Foreign Ordinary Shares,Austria,
RHHMY,RHI MAGNESITA NV UNSP/ADR,Pink Current,60.828800,,0,ADRs,Austria,
UNIXY,UNIQA INRNCE GRP UNSP/ADR,Pink Current,0.000000,,0,ADRs,Austria,
DGLDF,VELOCITYSHARES 3X INV GLD,Pink Current,13.320000,,0,Other Security Type,Bahamas,
DSLVF,VELOCITYSHARES 3X INV SLV,Pink Current,1.210000,,0,Other Security Type,Bahamas,
TVIXF,VELOCITYSHARS DALY 2X VIX,Pink Current,4.100000,0.000000,518,Other Security Type,Bahamas,
UGAZF,VELOCITYSHS 3X LNG NATG N,Pink Current,21.600000,10.204100,37052,Other Security Type,Bahamas,
UGLDF,VELOCITYSHS 3X LONG GOLD,Pink Current,163.630000,0.479000,576,Other Security Type,Bahamas,
USLVF,VELOCITYSH 3X LG SLVR ETN,Pink Current,76.200000,2.105800,7081,Other Security Type,Bahamas,
VIIXF,VELOCITYSHARES VIX SHRT,Pink Current,10.000000,,0,Other Security Type,Bahamas,
ZIVZF,VELOCITYSHS DAILY INV VIX,Pink Current,33.000000,0.000000,1055,Other Security Type,Bahamas,
SGCFF,SAGICOR FINL CO LTD,Pink Current,4.850000,,0,Foreign Ordinary Shares,Barbados,
AGESF,AGEAS NV,Pink Current,46.713200,,0,Foreign Ordinary Shares,Belgium,
AGESY,AGEAS NV S/ADR NEW,Pink Current,49.260000,2.337200,4492,ADRs,Belgium,
EXCL,EXCELLERANT INC,Pink Current,13.400000,0.374500,547,Common Stock,Belgium,
BCBHF,CARIBBEAN INVT HLDGS,Pink Current,0.512500,,0,Foreign Ordinary Shares,Belize,
GFKSY,GULF KEYSTONE PETE S/ADR,Pink Current,0.650000,,35,ADRs,Bermuda,
GUKYF,GULF KEYSTONE PET ORD NEW,Pink Current,2.850000,,0,Foreign Ordinary Shares,Bermuda,
SDRLF,SEADRILL LTD ORD,Pink Current,0.210000,0.000000,150639,Common Stock,Bermuda,
SSPFF,SIRIUSPOINT LTD WT 26,Pink Current,0.000000,,0,Warrants,Bermuda,
BRFFF,BRF SA ORD,Pink Current,0.000000,,0,Foreign Ordinary Shares,Brazil,
CTPTY,COMPANHIA TRN PLSTA S/ADR,Pink Current,6.200000,,0,ADRs,Brazil,
CTPZY,COMPANHIA TRN E PFD S/ADR,Pink Current,6.040000,,0,ADRs,Brazil,
OIBRQ,OI SA SP/ADR PFD,Pink Current,0.270000,-6.574400,1163,ADRs,Brazil,
GFASY,GAFISA SA ADR,Pink Current,0.810000,-6.896600,6011,ADRs,Brazil,
WEGZY,WEG SA S/ADR,Pink Current,6.600000,-5.444100,731,ADRs,Brazil,
SLCJF,SLC AGRICOLA SA ORD,Pink Current,6.175599,,0,Foreign Ordinary Shares,Brazil,
SLCJY,SLC AGRICOLA SA S/ADR,Pink Current,7.755000,-4.612500,600,ADRs,Brazil,
LGSXY,LIGHT SA S/ADR,Pink Current,2.400000,-9.434000,300,ADRs,Brazil,
BRMSY,BRMALLS PARTICIPACS S/ADR,Pink Current,3.060000,,0,ADRs,Brazil,
CIOXF,CIELO SA ORD,Pink Current,8.774460,,0,Foreign Ordinary Shares,Brazil,
CIOXY,CIELO SA S/ADR,Pink Current,0.416000,-5.239200,476242,ADRs,Brazil,
BRCPF,BRASILAGRO CIA BRASILERA,Pink Current,4.071181,,0,Foreign Ordinary Shares,Brazil,
CDLDY,COMPANHIA DE LOCACAO ADR,Pink Current,9.601000,,0,ADRs,Brazil,
DOLHF,DOLPHIN CAP INVESTORS LTD,Pink Current,0.077000,,0,Foreign Ordinary Shares,British Virgin Islands,
TLVLF,MINDS MACHS GROUP LTD,Pink Current,0.110000,,0,Foreign Ordinary Shares,British Virgin Islands,
AAMAF,ATLAS MARA CO NVEST ORD,Pink Current,0.311500,-5.319100,29404,Foreign Ordinary Shares,British Virgin Islands,
ZNGGF,ZANAGA IRON ORE CO,Pink Current,0.070000,,0,Foreign Ordinary Shares,British Virgin Islands,
UNEX,UNEX HOLDINGS INC,Pink Current,2.500000,,0,Common Stock,Bulgaria,
FEOVF,OCEANIC IRON ORE CORP NEW,Pink Current,0.112000,,0,Foreign Ordinary Shares,Canada,British Columbia
MQMNW,MCEWEN MINING INC WT 24,Pink Current,0.470000,-7.843100,64534,Warrants,Canada,Ontario
TCANF,TC ENERGY CORP SER 5 PFD,Pink Current,11.472900,,0,Preferred Stock,Canada,Alberta
TNCAF,TC ENERGY CORP SER 2 PFD,Pink Current,10.169800,,0,Preferred Stock,Canada,Alberta
TRPEF,TC ENERGY 1ST PFD SER 3,Pink Current,0.000000,,0,Preferred Stock,Canada,Alberta
FECOF,FEC RESOURCES INC ORD,Pink Current,0.022740,-3.234000,317285,Foreign Ordinary Shares,Canada,British Columbia
TNTTF,TORONTO-DOM NON CUM PFD 3,Pink Current,18.120000,,0,Preferred Stock,Canada,Ontario
TORDF,TORONTO DMINN PFD SER 14,Pink Current,20.650000,,0,Preferred Stock,Canada,Ontario
TCKRF,TECK RESOURCES LTD ORD,Pink Current,30.850000,,4,Foreign Ordinary Shares,Canada,British Columbia
FUNN,AMFIL TECHNOLOGIES INC,Pink Current,0.020300,7.407400,29482816,Common Stock,Canada,Ontario
EDTXF,SPECTRAL MEDICAL INC ORD,Pink Current,0.250550,3.490300,2390,Foreign Ordinary Shares,Canada,Ontario
RCIAF,ROGERS COMMUN INC A,Pink Current,49.950000,,0,Foreign Ordinary Shares,Canada,Ontario
REGRF,GRAPH BLOCKCHAIN INC,Pink Current,0.052500,-9.169600,635776,Foreign Ordinary Shares,Canada,British Columbia
QBCAF,QUEBECOR INC A,Pink Current,24.526070,,0,Foreign Ordinary Shares,Canada,Quebec
QBCRF,QUEBECOR INC B,Pink Current,25.570000,1.589200,1077,Foreign Ordinary Shares,Canada,Quebec
QZMRF,QUARTZ MOUNTAIN RES,Pink Current,0.092500,,1,Foreign Ordinary Shares,Canada,British Columbia
PWCDF,POWER CORP CANADA,Pink Current,34.220000,-0.058400,7269,Foreign Ordinary Shares,Canada,Quebec
POLXF,POLYDEX PHARMS LTD,Pink Current,0.950000,-5.000000,2450,Foreign Ordinary Shares,Canada,Ontario
PNCKF,GALLEON GOLD CORP,Pink Current,0.052100,-0.950600,85990,Foreign Ordinary Shares,Canada,Ontario
MSTXF,MADORO METALS CORP,Pink Current,0.067000,,0,Foreign Ordinary Shares,Canada,British Columbia
MCDMF,MACDONALD MINES EXPL LTD,Pink Current,0.033000,1.851900,33831,Foreign Ordinary Shares,Canada,Ontario
KWGBF,KWG RESOURCES INC ORD,Pink Current,0.027700,,0,Foreign Ordinary Shares,Canada,Quebec
ITPOF,INTERTAPE POLYMER GROUP,Pink Current,22.790000,-0.349800,201,Foreign Ordinary Shares,Canada,Quebec
AABVF,ABERDEEN INTL INC,Pink Current,0.118100,-8.943700,2950,Foreign Ordinary Shares,Canada,Ontario
EBBNF,ENBRIDGE INC CUM PREF L,Pink Current,22.393990,-0.026800,5331,Preferred Stock,Canada,Alberta
EBGEF,ENBRIDGE INC RE PRF SER 5,Pink Current,22.210000,,0,Preferred Stock,Canada,Alberta
EBRGF,ENBRIDGE CUM RED PFD B,Pink Current,10.555000,,0,Preferred Stock,Canada,Alberta
EBRZF,ENBRIDGE INC CUM PREF D,Pink Current,12.125900,,0,Preferred Stock,Canada,Alberta
ENBBF,ENBRIDGE INC CUM PREF J,Pink Current,21.650000,,0,Preferred Stock,Canada,Alberta
ENBFF,ENBRIDGE INC PRF SER 15,Pink Current,14.131760,,0,Preferred Stock,Canada,Alberta
GPKUF,GRAND PEAK CAPITAL CP,Pink Current,0.134500,,0,Foreign Ordinary Shares,Canada,British Columbia
GWRRF,ENGOLD MINES LTD,Pink Current,0.225500,,0,Foreign Ordinary Shares,Canada,British Columbia
LMEFF,LAURION MNRLS EXPL ORD,Pink Current,0.533935,18.652200,18220,Foreign Ordinary Shares,Canada,Ontario
CCIXF,CANADIAN IMPRAL BK PREF A,Pink Current,20.568900,,10,Preferred Stock,Canada,Ontario
CNDIF,CANADIAN IMPRLPFD A 43,Pink Current,19.604200,,0,Preferred Stock,Canada,Ontario
GBBFF,GRANADA GOLD MINE INC,Pink Current,0.077000,-0.773200,132130,Foreign Ordinary Shares,Canada,Quebec
BMQZF,BANK OF MONTREAL B1 15 PR,Pink Current,19.498900,,0,Preferred Stock,Canada,Ontario
BCCCF,BCE RED PFD 1ST SER (AN),Pink Current,7.494000,,0,Preferred Stock,Canada,Quebec
BCEFF,BCE INC 1ST PFD SER Y,Pink Current,15.053400,,0,Preferred Stock,Canada,Quebec
BCEPF,BCE INC 1ST PFD SER AC,Pink Current,16.108100,,0,Preferred Stock,Canada,Quebec
BCEXF,BCE INC 1ST PFD SER AK,Pink Current,14.240000,,0,Preferred Stock,Canada,Quebec
BECEF,BCE INC 1ST PFD CL (AH),Pink Current,0.000300,-99.998100,274,Preferred Stock,Canada,Quebec
HHHEF,37 CAPITAL INC,Pink Current,0.204300,,0,Foreign Ordinary Shares,Canada,British Columbia
WNBD,WINNING BRANDS CORP,Pink Current,0.001650,3.125000,27777538,Common Stock,Canada,Ontario
PAASF,PAN AMER SLVR CVR 2/22/29,Pink Current,0.747200,-0.373300,42943,Rights,Canada,British Columbia
PTEEF,PLAINTREE SYSTEMS INC,Pink Current,0.098455,,0,Foreign Ordinary Shares,Canada,Ontario
TINO,TAMINO MINERALS INC,Pink Current,0.011100,0.000000,280906,Common Stock,Canada,Ontario
RUSMF,RUSSEL METALS INC,Pink Current,27.360000,,21,Foreign Ordinary Shares,Canada,Ontario
IGPFF,IMPERIAL GINSENG PRDS LTD,Pink Current,0.384500,,0,Foreign Ordinary Shares,Canada,British Columbia
MPVDF,MOUNTAIN PROVINCE DIAMNDS,Pink Current,0.361735,-2.289200,1470,Foreign Ordinary Shares,Canada,Ontario
UNMK,TRITENT INTL AGRICULTURE,Pink Current,0.090000,-20.000000,113,Common Stock,Canada,Ontario
CLGDF,ARIS GOLD CORP WT 25,Pink Current,0.310000,,0,Warrants,Canada,British Columbia
MJLB,ULTRACK SYSTEMS INC,Pink Current,0.048000,0.628900,908677,Common Stock,Canada,Ontario
RBTK,ZHEN DING RESOURCES INC,Pink Current,3.000000,,0,Common Stock,Canada,Quebec
BAMGF,BROOKFIELD ASSET MG A 24,Pink Current,16.538230,,0,Preferred Stock,Canada,Ontario
BAMKF,BROOKFIELD ASSET PREF 26,Pink Current,15.708170,,0,Preferred Stock,Canada,Ontario
BKAMF,BROOKFIELD ASSET PFD A 30,Pink Current,20.280000,,0,Preferred Stock,Canada,Ontario
BKFAF,BROOKFIELD ASSET MGMT A 2,Pink Current,11.172110,,0,Preferred Stock,Canada,Ontario
BKFPF,BROOKFIELD ASSET CL A,Pink Current,12.300000,,0,Preferred Stock,Canada,Ontario
BROXF,BROOKFIELD AST MGMT PFD A,Pink Current,20.330500,,0,Preferred Stock,Canada,Ontario
BXDIF,BROOKFIELD ASSET PREF 13,Pink Current,11.203860,,0,Preferred Stock,Canada,Ontario
ACCR,ACCESS-POWER & CO INC,Pink Current,0.012800,-7.913700,300565,Common Stock,Canada,Ontario
FAXRF,FAIRFAX FINCL HLDGS PFD G,Pink Current,15.801700,,0,Preferred Stock,Canada,Ontario
FAXXF,FAIRFAX FINCL HLDG PFD H,Pink Current,14.097050,,0,Preferred Stock,Canada,Ontario
FRFFF,FAIRFAX FINCL HLDG PFD K,Pink Current,20.310300,,0,Preferred Stock,Canada,Ontario
FRFGF,FAIRFAX FINCL HLDG PFD E,Pink Current,13.597600,,0,Preferred Stock,Canada,Ontario
FRFHF,FAIRFAX FINCL HLDG S/VTG,Pink Current,410.760000,0.000000,7020,Foreign Ordinary Shares,Canada,Ontario
FRFXF,FAIRFAX FINCL HLDGS PFD I,Pink Current,16.259000,,0,Preferred Stock,Canada,Ontario
FRFZF,FAIRFAX FINCL HLD PFD D,Pink Current,16.240800,,0,Preferred Stock,Canada,Ontario
FXFLF,FAIRFAX FINCL HLDGS PFD C,Pink Current,19.444600,,0,Preferred Stock,Canada,Ontario
ZTSTF,ZTEST ELECTRONICS INC,Pink Current,0.288300,,0,Foreign Ordinary Shares,Canada,Ontario
DIIBF,DOREL INDUS INC B,Pink Current,19.164000,-1.012400,27937,Foreign Ordinary Shares,Canada,Quebec
DGTW,DIGITALTOWN INC,Pink Current,0.002800,-12.500000,24575607,Common Stock,Canada,British Columbia
ANGCF,ANGEL GOLD CORP ORD,Pink Current,0.017900,,2,Foreign Ordinary Shares,Canada,British Columbia
LUNMF,LUNDIN MINING CORP,Pink Current,8.283000,0.120900,25519,Foreign Ordinary Shares,Canada,Ontario
DDEJF,DUNDEE CORP A,Pink Current,1.190000,1.639900,18831,Foreign Ordinary Shares,Canada,Ontario
DNDEF,DUNDEE CORP PREF SER 2,Pink Current,14.824640,,0,Preferred Stock,Canada,Ontario
DNDPF,DUNDEE CORP PREF SER 3,Pink Current,14.609000,,0,Preferred Stock,Canada,Ontario
ILXP,INTL LUXURY PRODUCTS INC,Pink Current,0.084000,,0,Common Stock,Canada,Ontario
NBKCF,NATIONAL BK CDA PFD 38,Pink Current,11.678200,,0,Preferred Stock,Canada,Quebec
NTIOF,NATL BK OF CANADA,Pink Current,83.700000,0.952800,1951,Foreign Ordinary Shares,Canada,Quebec
DPMLF,DUNDEE PRECIOUS MTLS INC,Pink Current,6.745390,2.826100,23851,Foreign Ordinary Shares,Canada,Ontario
NNOMF,NANO ONE MATERIALS CORP,Pink Current,3.250000,3.283700,51148,Foreign Ordinary Shares,Canada,British Columbia
EKGGF,CARDIOCOM SLTNS INC,Pink Current,0.023800,-31.609200,5000,Foreign Ordinary Shares,Canada,Ontario
DEFTF,DEFI TECHNOLOGIES INC,Pink Current,2.270000,-2.991500,557892,Foreign Ordinary Shares,Canada,Ontario
ASWRF,GUNGNIR RESOURCES INC,Pink Current,0.162100,4.057000,503,Foreign Ordinary Shares,Canada,British Columbia
HLNFF,HIGH LINER FOODS INC,Pink Current,10.600000,,0,Foreign Ordinary Shares,Canada,Nova Scotia
STMGF,STAMPER OIL & GAS CORP,Pink Current,0.018684,,0,Foreign Ordinary Shares,Canada,British Columbia
STRPF,STARR PEAK MNG LTD,Pink Current,1.700000,-1.734100,65698,Foreign Ordinary Shares,Canada,British Columbia
ARYMF,ARGOSY MINERALS LTD,Pink Current,0.230000,12.195100,133200,Foreign Ordinary Shares,Canada,British Columbia
CDYCF,CARDERO RES CORP ORD,Pink Current,0.056000,-0.355900,200,Foreign Ordinary Shares,Canada,British Columbia
IMAHF,I-MINERALS INC ORD,Pink Current,0.018700,-16.517900,15000,Foreign Ordinary Shares,Canada,British Columbia
MHIFF,MINERAL HILL INDUS LTD,Pink Current,0.005000,,0,Foreign Ordinary Shares,Canada,British Columbia
PYNKF,PERIMETER MED IMAGING AI,Pink Current,1.930000,-0.515500,2347,Foreign Ordinary Shares,Canada,British Columbia
PNPFF,PINETREE CAPITAL LTD,Pink Current,4.000000,0.000000,1223,Foreign Ordinary Shares,Canada,Ontario
TWRFF,TOWER RESOURCES LTD ORD,Pink Current,0.030500,,0,Foreign Ordinary Shares,Canada,British Columbia
ZUMRF,ZOOMERMEDIA LTD ORD,Pink Current,0.075000,-0.133200,58000,Foreign Ordinary Shares,Canada,Ontario
COPAF,COPAUR MINERALS INC,Pink Current,0.820000,-3.529400,32140,Foreign Ordinary Shares,Canada,British Columbia
ELNOF,EL NINO VENTURES INC NEW,Pink Current,0.027000,,0,Foreign Ordinary Shares,Canada,British Columbia
ISVLF,IMPACT SILVER CORP ORD,Pink Current,0.506500,1.037300,287362,Foreign Ordinary Shares,Canada,British Columbia
FTGFF,FIRAN TECHNOLOGY GRP CORP,Pink Current,2.100000,,0,Foreign Ordinary Shares,Canada,Ontario
MXGFF,MAXIM POWER CORP ORD,Pink Current,2.580000,-0.289900,1475,Foreign Ordinary Shares,Canada,Alberta
CWVLF,CROWN POINT ENERGY,Pink Current,0.140800,,0,Foreign Ordinary Shares,Canada,Alberta
URLOF,NAMESILO TECHS CORP ORD,Pink Current,0.144200,,0,Foreign Ordinary Shares,Canada,British Columbia
AOIFF,AFRICA OIL CORP,Pink Current,1.610000,0.000000,39618,Foreign Ordinary Shares,Canada,British Columbia
MNLCF,MANULIFE PFD CL 1 SER 19,Pink Current,18.000000,,0,Preferred Stock,Canada,Ontario
MNLFF,MANULIFE FINCL PFD 4 CL 1,Pink Current,8.097200,,0,Preferred Stock,Canada,Ontario
MNQFF,MANULIFE FINCL PFD A 2,Pink Current,20.050000,,0,Preferred Stock,Canada,Ontario
MNUFF,MANULIFE FINCL PFD A 3,Pink Current,20.140000,,0,Preferred Stock,Canada,Ontario
AETUF,ARC RESOURCES LTD ORD,Pink Current,9.320000,2.081100,15858,Foreign Ordinary Shares,Canada,Alberta
BEVFF,DIVERSIFIED ROYALTY CORP,Pink Current,2.248000,,0,Foreign Ordinary Shares,Canada,British Columbia
BDRPF,BOMBARDIER PFD2 ADJ RATE,Pink Current,10.424380,,0,Preferred Stock,Canada,Quebec
BDRXF,BOMBARDIER 6.25% PFD A,Pink Current,16.430000,-0.026000,600,Preferred Stock,Canada,Quebec
BOMBF,BOMBARDIER PFD 3 ADJ RATE,Pink Current,13.550000,8.835300,206,Preferred Stock,Canada,Quebec
