Symbol,Security Name,Tier,Price,Change %,Vol,Sec Type,Country,State
PWRMF,POWER METALS CORP,Pink Current,0.179000,-5.441100,61649,Foreign Ordinary Shares,Canada,British Columbia
SRCRF,SCORPIO GOLD CORP,Pink Current,0.077600,0.129000,10400,Foreign Ordinary Shares,Canada,British Columbia
CSQPF,CERVUS EQUIPMENT CORP,Pink Current,15.770000,0.190600,100,Foreign Ordinary Shares,Canada,Alberta
WRPSF,SILVER X MNG CORP,Pink Current,0.329600,3.745700,113539,Foreign Ordinary Shares,Canada,British Columbia
MEGEF,MEG ENERGY CORP,Pink Current,9.380000,3.532000,16845,Foreign Ordinary Shares,Canada,Alberta
SECYF,SECURE ENERGY SVCS ORD,Pink Current,4.680000,2.631600,5691,Foreign Ordinary Shares,Canada,Alberta
BKTPF,CRUZ BATTERY METALS CORP,Pink Current,0.115733,2.644800,46485,Foreign Ordinary Shares,Canada,British Columbia
BELDF,BATERO GOLD CORP ORD,Pink Current,0.057900,-5.853700,800,Foreign Ordinary Shares,Canada,British Columbia
LIFZF,LABRADOR IRON ORE RLTY CP,Pink Current,29.760000,1.155700,22243,Foreign Ordinary Shares,Canada,Ontario
OBGRF,ORBIT GARANT DRILLING INC,Pink Current,0.843800,,0,Foreign Ordinary Shares,Canada,Quebec
EWPMF,EAST WEST PETE ORD,Pink Current,0.047800,,0,Foreign Ordinary Shares,Canada,British Columbia
WLRMF,ALORO MNG CORP,Pink Current,0.045800,,0,Foreign Ordinary Shares,Canada,British Columbia
PBNAF,PEMBINA PIPE PFD 5YR A 1,Pink Current,17.490000,,0,Preferred Stock,Canada,Alberta
PMBPF,PEMBINA PPLNE PFD A SER 7,Pink Current,18.000000,,0,Preferred Stock,Canada,Alberta
PMMBF,PEMBINA PIPELINE CORP PFD,Pink Current,21.064200,,0,Preferred Stock,Canada,Alberta
ZDEXF,SINATRA ENERGY,Pink Current,0.125000,4.166700,74300,Foreign Ordinary Shares,Canada,Ontario
CDNMF,GAMBIER GOLD CORP,Pink Current,0.085900,0.000000,25000,Foreign Ordinary Shares,Canada,British Columbia
CATPF,GIYANI METALS CORP ORD,Pink Current,0.393000,-8.306100,69900,Foreign Ordinary Shares,Canada,Ontario
DLMAF,DOLLARAMA INC ORD,Pink Current,45.370000,-1.754000,158,Foreign Ordinary Shares,Canada,Quebec
ANLBF,ANTON RES INC NEW,Pink Current,0.175000,,0,Foreign Ordinary Shares,Canada,British Columbia
AVPMF,AVRUPA MINERALS LTD,Pink Current,0.074000,2.351300,11000,Foreign Ordinary Shares,Canada,British Columbia
TRMLF,TOURMALINE OIL CORP,Pink Current,35.360000,2.137500,7353,Foreign Ordinary Shares,Canada,Alberta
RKHNF,ROCKHAVEN RESOURCES LTD,Pink Current,0.083500,,0,Foreign Ordinary Shares,Canada,British Columbia
CCARF,COLONIAL COAL INTL ORD,Pink Current,2.690000,25.116300,48250,Foreign Ordinary Shares,Canada,British Columbia
MDRM,MODERN MOBILITY AIDS INC,Pink Current,0.029950,-14.428600,13553,Common Stock,Canada,Ontario
TPNEF,CUB ENERGY INC ORD,Pink Current,0.023000,51.315800,1200,Foreign Ordinary Shares,Canada,Alberta
CROMF,CROMBIE REAL ESTATE INVST,Pink Current,13.940000,,1427,Units,Canada,Nova Scotia
GDMRF,GOLDEN DAWN MINERALS INC,Pink Current,0.167000,14.776600,100,Foreign Ordinary Shares,Canada,British Columbia
MBCF,ITAFOS INC,Pink Current,1.070000,,0,Foreign Ordinary Shares,Canada,Ontario
CLASF,QUESTEX GOLD & COPPER LTD,Pink Current,0.615800,-4.601100,1000,Foreign Ordinary Shares,Canada,British Columbia
PGNRF,PAN GLOBAL RESOURCE INC,Pink Current,0.570000,2.702700,35000,Foreign Ordinary Shares,Canada,British Columbia
RHRYF,RHYOLITE RESOURCES ORD,Pink Current,1.329100,,0,Foreign Ordinary Shares,Canada,British Columbia
TWOH,TWO HANDS CORP,Pink Current,0.002500,4.166700,120504917,Common Stock,Canada,Ontario
MNGGF,MONGOLIA GROWTH GROUP LTD,Pink Current,0.999350,6.111200,46460,Foreign Ordinary Shares,Canada,Ontario
SRMLF,STORM RESOURCES LTD ORD,Pink Current,4.683000,,0,Foreign Ordinary Shares,Canada,Alberta
DMPWW,KINTARA THERAPICS WT 24,Pink Current,0.900000,,0,Warrants,Canada,British Columbia
AGRDF,MINNOVA CORP ORD,Pink Current,0.111690,,0,Foreign Ordinary Shares,Canada,Ontario
MKSEF,MARKSMEN ENERGY INC ORD,Pink Current,0.057500,,0,Foreign Ordinary Shares,Canada,Alberta
MNTUF,MANITOU GOLD INC ORD,Pink Current,0.050000,,0,Foreign Ordinary Shares,Canada,Ontario
BRYGF,BAROYECA GOLD&SILVER INC,Pink Current,0.170000,5.003100,5000,Foreign Ordinary Shares,Canada,British Columbia
MKTDF,DEEPMARKIT CORP,Pink Current,0.238000,,0,Foreign Ordinary Shares,Canada,Alberta
FNCSF,NORTH AMER FINCL 15 SPLIT,Pink Current,5.700000,,0,Foreign Ordinary Shares,Canada,Ontario
LVNSF,LEONOVUS INC,Pink Current,0.161300,,0,Foreign Ordinary Shares,Canada,Ontario
SVROF,SILVER PREDATOR CORP,Pink Current,0.099000,,0,Foreign Ordinary Shares,Canada,Ontario
TTEXF,BULLION GOLD RES ORD,Pink Current,0.060200,,0,Foreign Ordinary Shares,Canada,British Columbia
KSTBF,KESTREL GOLD INC,Pink Current,0.064900,,0,Foreign Ordinary Shares,Canada,Alberta
GGISF,GENESIS METALS CORP,Pink Current,0.093500,6.500500,267,Foreign Ordinary Shares,Canada,British Columbia
ASDRF,ASCENDANT RES INC ORD,Pink Current,0.194500,,0,Foreign Ordinary Shares,Canada,Ontario
SHPNF,SHOAL POINT ENERGY,Pink Current,0.030600,,0,Foreign Ordinary Shares,Canada,British Columbia
EWGFF,EAT WELL INVT GROUP INC,Pink Current,0.617300,12.666500,40372,Foreign Ordinary Shares,Canada,British Columbia
MXTRF,MONTERO MINING & EXP NEW,Pink Current,0.080100,0.125000,25000,Foreign Ordinary Shares,Canada,Ontario
MRTMF,MARITIME RES CORP ORD,Pink Current,0.120000,2.916000,168232,Foreign Ordinary Shares,Canada,British Columbia
ENRFF,ENERFLEX LTD ORD,Pink Current,8.610000,0.584100,2200,Foreign Ordinary Shares,Canada,Alberta
GBNXF,GIBSON ENERGY INC,Pink Current,19.730000,0.101500,858,Foreign Ordinary Shares,Canada,Alberta
ILHMF,INTERNATIONAL LITHIUM CRP,Pink Current,0.082000,-12.111500,376155,Foreign Ordinary Shares,Canada,British Columbia
RBMNF,RUGBY MINING LTD,Pink Current,0.112650,13.444100,1350,Foreign Ordinary Shares,Canada,British Columbia
NMREF,NAMIBIA CRITICAL METALS,Pink Current,0.205100,-4.604700,77550,Foreign Ordinary Shares,Canada,Nova Scotia
BKBEF,PIPESTONE ENERGY CORP,Pink Current,2.282600,0.528500,126890,Foreign Ordinary Shares,Canada,Alberta
SRKZF,SKY GOLD CORP,Pink Current,0.084010,3.588200,2500,Foreign Ordinary Shares,Canada,British Columbia
DTSRF,ETHER CAP CORP,Pink Current,3.510000,-3.009500,41957,Foreign Ordinary Shares,Canada,British Columbia
SLRRF,SILVER RANGE RES LTD ORD,Pink Current,0.129400,12.083200,7300,Foreign Ordinary Shares,Canada,British Columbia
ECSNF,ECOSYNTHETIX INC ORD,Pink Current,4.580000,,0,Foreign Ordinary Shares,Canada,Ontario
NHVCD,ELEVATION GOLD MNG CORP,Pink Current,1.100000,1.851900,38890,Foreign Ordinary Shares,Canada,British Columbia
NTVMF,ELEVATION GOLD MNG  WT 23,Pink Current,0.050000,,0,Warrants,Canada,British Columbia
BRVRF,BLUE RIVER RES LTD ORD,Pink Current,0.023700,,0,Foreign Ordinary Shares,Canada,British Columbia
MPGMF,MAPLE GOLD MINS LTD WT 22,Pink Current,0.076700,,0,Warrants,Canada,British Columbia
CHWWF,CHESSWOOD GROUP LTD ORD,Pink Current,9.733350,-0.170800,100,Foreign Ordinary Shares,Canada,Ontario
ALXEF,ALX RES CORP,Pink Current,0.113300,-3.410100,216546,Foreign Ordinary Shares,Canada,British Columbia
CMMMF,COMSTOCK METALS LTD,Pink Current,0.059200,,0,Foreign Ordinary Shares,Canada,British Columbia
NSAUF,MEGUMAGOLD CORP,Pink Current,0.043270,19.861500,9000,Foreign Ordinary Shares,Canada,British Columbia
PPOTF,PACIFIC SILK ROAD RES GRP,Pink Current,0.024280,,0,Foreign Ordinary Shares,Canada,British Columbia
CLLXF,CALLINEX MINES INC,Pink Current,2.380000,-1.244800,9237,Foreign Ordinary Shares,Canada,British Columbia
CCOXF,CADENTE COPPER CORP,Pink Current,0.123000,-5.311800,63000,Foreign Ordinary Shares,Canada,British Columbia
IEGCF,INDEPENDENCE GOLD CORP,Pink Current,0.052000,0.231300,1666,Foreign Ordinary Shares,Canada,British Columbia
ELEEF,ELEMENT FLEET MGMT CORP,Pink Current,11.161000,,5,Foreign Ordinary Shares,Canada,Ontario
ANKOF,ANGKOR RESOURCES CORP,Pink Current,0.066100,-11.394100,700,Foreign Ordinary Shares,Canada,Alberta
HPMCF,AFRICA ENERGY CORP,Pink Current,0.250000,2.669400,6000,Foreign Ordinary Shares,Canada,British Columbia
NVOOF,NOVO RESOURCES CORP WTS,Pink Current,0.399250,,0,Warrants,Canada,British Columbia
XFLS,XFUELS INC,Pink Current,0.037400,6.492000,2323377,Common Stock,Canada,Alberta
YWRLF,DIXIE GOLD INC,Pink Current,0.178000,9.135500,750,Foreign Ordinary Shares,Canada,British Columbia
DOLLF,DOLLY VARDEN SILVER CORP,Pink Current,0.420000,3.540100,93585,Foreign Ordinary Shares,Canada,British Columbia
GSHRF,GOLDSHORE RESOURCES INC,Pink Current,0.488900,2.559300,2110,Foreign Ordinary Shares,Canada,British Columbia
TBGPF,TEMBO GOLD CORP,Pink Current,0.186280,3.488900,166,Foreign Ordinary Shares,Canada,Ontario
ZENYF,ZEN GRAPHENE SLTNS LTD,Pink Current,3.567800,-1.333000,64414,Foreign Ordinary Shares,Canada,Ontario
CLGPF,CLEAN SEED CAP GROUP LTD,Pink Current,0.308440,-8.664500,6200,Foreign Ordinary Shares,Canada,British Columbia
HADV,HEALTH ADVANCE INC,Pink Current,0.069700,16.166700,1000,Common Stock,Canada,Ontario
NDENF,CENTRAL AFRICAN GOLD INC,Pink Current,0.154300,,0,Foreign Ordinary Shares,Canada,British Columbia
EXETF,EXTENDICARE INC,Pink Current,5.827940,,0,Foreign Ordinary Shares,Canada,Ontario
BAUFF,BLUE STAR GOLD CORP,Pink Current,0.550000,,0,Foreign Ordinary Shares,Canada,British Columbia
MOBIF,MOBI724 GLOB SOLUTNS INC,Pink Current,0.024700,,0,Foreign Ordinary Shares,Canada,Quebec
PJXRF,PJX RES INC,Pink Current,0.144700,,0,Foreign Ordinary Shares,Canada,Ontario
SZSMF,SANTACRUZ SILVER MNG ORD,Pink Current,0.275000,,0,Foreign Ordinary Shares,Canada,British Columbia
FNQQF,FINEQIA INTL INC ORD,Pink Current,0.008300,,0,Foreign Ordinary Shares,Canada,British Columbia
TMXXF,TMX GROUP LTD,Pink Current,107.689700,,43,Foreign Ordinary Shares,Canada,Ontario
KSSRF,KESSELRUN RESOURCES LTD,Pink Current,0.117385,5.467200,8333,Foreign Ordinary Shares,Canada,Ontario
QMCQF,QMC QUANTUM MINERALS CORP,Pink Current,0.216500,1.121000,53104,Foreign Ordinary Shares,Canada,British Columbia
VEGYF,VIRGINIA ENERGY RES INC,Pink Current,0.447804,1.992700,26053,Foreign Ordinary Shares,Canada,British Columbia
PBEGF,TOUCHSTONE EXPL INC,Pink Current,1.564000,3.576200,10997,Foreign Ordinary Shares,Canada,Alberta
MDNGF,MIDNIGHT SUN MINING CORP,Pink Current,0.268880,,0,Foreign Ordinary Shares,Canada,British Columbia
BKIRF,BLACK IRON INC,Pink Current,0.235590,3.465100,5490,Foreign Ordinary Shares,Canada,Ontario
LSDAF,LASSONDE INDUSTRIES INC,Pink Current,144.572600,,0,Foreign Ordinary Shares,Canada,Quebec
KELTF,KELT EXPLORATION LTD,Pink Current,3.925500,-0.871200,400,Foreign Ordinary Shares,Canada,Alberta
GEBRF,GREENBRIAR CAPITAL CORP,Pink Current,1.130000,-1.739100,11739,Foreign Ordinary Shares,Canada,British Columbia
SAWLF,SHAWCOR LTD NEW,Pink Current,4.240000,-2.528700,12025,Foreign Ordinary Shares,Canada,Ontario
PRXTF,PURE EXTRACTS TECH CORP,Pink Current,0.199700,5.216000,284111,Foreign Ordinary Shares,Canada,British Columbia
DRUNF,DREAM UNLIMITED CORP,Pink Current,24.911100,0.873900,10000,Foreign Ordinary Shares,Canada,Ontario
IOUFF,IOU FINANCIAL INC,Pink Current,0.147200,,0,Foreign Ordinary Shares,Canada,Quebec
APCOF,NEW TECH MINERLS CORP,Pink Current,0.042700,,0,Foreign Ordinary Shares,Canada,British Columbia
INPCD,SSC SEC SVCS CORP,Pink Current,2.180000,-9.917400,1558,Foreign Ordinary Shares,Canada,Saskatchewan
IPPLF,INTER PIPELINE LTD,Pink Current,15.360000,-5.127200,100,Foreign Ordinary Shares,Canada,Alberta
FPRGF,FALCO RESOURCES LTD,Pink Current,0.272000,3.147500,46448,Foreign Ordinary Shares,Canada,Quebec
SMEYF,SMART EMPLOYEE BENEFITS,Pink Current,0.210000,6.953000,55000,Foreign Ordinary Shares,Canada,Ontario
AACTF,AURORA SOLAR TECHNOLOGIES,Pink Current,0.174400,-3.646400,203742,Foreign Ordinary Shares,Canada,British Columbia
PACXF,PACTON GOLD INC,Pink Current,0.346700,,50,Foreign Ordinary Shares,Canada,British Columbia
ABCAF,ATHABASCA MINERALS INC,Pink Current,0.144400,-8.607600,5000,Foreign Ordinary Shares,Canada,Alberta
MHTCF,MAITRI HEALTH TECH CORP,Pink Current,0.250000,,0,Foreign Ordinary Shares,Canada,British Columbia
MOBO,MOBILE LADS CORP,Pink Current,0.100000,,0,Common Stock,Canada,Ontario
GRNBF,GREENBANK CAPITAL INC,Pink Current,0.469500,0.106600,55819,Foreign Ordinary Shares,Canada,Ontario
SNIPF,SNIPP INTERACTIVE INC,Pink Current,0.173600,5.641100,9470,Foreign Ordinary Shares,Canada,Ontario
PAZRF,PLAZA RETAIL REIT TR UNIT,Pink Current,3.710000,,0,Units,Canada,
LRGR,LUMINAR MEDIA GROUP INC,Pink Current,0.055000,-8.180300,10850,Common Stock,Canada,Ontario
CANOF,CALIFORNIA NANOTECHS CORP,Pink Current,0.070500,-14.024400,9000,Foreign Ordinary Shares,Canada,Alberta
WSPOF,WSP GLOBAL INC,Pink Current,137.130000,,17,Foreign Ordinary Shares,Canada,Quebec
KPTSF,KP TISSUE INC,Pink Current,8.679100,6.492000,244,Foreign Ordinary Shares,Canada,
CDCLF,AYURCANN HLDGS CORP,Pink Current,0.107880,,0,Foreign Ordinary Shares,Canada,Ontario
PKKFF,PEAK FINTECH GRP INC,Pink Current,8.730000,-3.000000,207806,Foreign Ordinary Shares,Canada,Quebec
JROOF,JERICHO ENERGY VENTURES,Pink Current,0.467065,6.151100,35996,Foreign Ordinary Shares,Canada,British Columbia
DBLVF,DOUBLEVIEW GOLD CORP,Pink Current,0.193100,4.945700,141545,Foreign Ordinary Shares,Canada,British Columbia
WDFCF,K9 GOLD CORP,Pink Current,0.178700,-0.722200,64037,Foreign Ordinary Shares,Canada,British Columbia
PRDGF,PREMIER DVERSIVD HLDGS,Pink Current,0.356400,,0,Foreign Ordinary Shares,Canada,British Columbia
TKSTF,TINKERINE STUDIOS LTD ORD,Pink Current,0.034860,-10.569500,14600,Foreign Ordinary Shares,Canada,British Columbia
NSPDF,NATURALLY SPLENDID ENTP,Pink Current,0.031600,,50,Foreign Ordinary Shares,Canada,British Columbia
WHNWF,WESTHAVEN GOLD CORP WT 23,Pink Current,0.161600,,0,Warrants,Canada,British Columbia
WTHVF,WESTHAVEN GOLD CORP,Pink Current,0.357000,0.337300,28300,Foreign Ordinary Shares,Canada,British Columbia
TNTMF,TRANSITION METALS CORP OR,Pink Current,0.121200,-4.416400,11100,Foreign Ordinary Shares,Canada,Ontario
KXSCF,KINAXIS INC ORD,Pink Current,155.100000,,50,Foreign Ordinary Shares,Canada,Ontario
GNYPF,MASIVO SILVER CORP,Pink Current,0.060000,,0,Foreign Ordinary Shares,Canada,British Columbia
BLOZF,CANNABIX TECHS INC ORD,Pink Current,0.498376,-3.228000,238977,Foreign Ordinary Shares,Canada,British Columbia
LCRTF,LEUCROTTA EXPL INC ORD,Pink Current,0.747600,,0,Foreign Ordinary Shares,Canada,
VGGOF,GREENHAWK RES INC,Pink Current,0.090000,-12.706100,1555,Foreign Ordinary Shares,Canada,Ontario
EVAHF,EGF THERAMED HEALTH CORP,Pink Current,0.048000,2.916000,12180,Foreign Ordinary Shares,Canada,British Columbia
FUAPF,GLOBAL CANNABIS APP ORD,Pink Current,0.048360,-9.607500,35620,Foreign Ordinary Shares,Canada,British Columbia
NSRWF,NOMAD RTY CO LTD WT 22,Pink Current,0.079000,35.506000,1500,Warrants,Canada,Quebec
RSTRF,RESTAURANT BRANDS INTL LP,Pink Current,62.223500,,2,Units,Canada,Ontario
BMKDF,BIOMARK DIAGNOSTICS INC,Pink Current,0.177100,-1.364500,1000,Foreign Ordinary Shares,Canada,British Columbia
VDQSF,GNOMESTAR CRAFT INC,Pink Current,0.024400,31.891900,100,Foreign Ordinary Shares,Canada,British Columbia
GKPRF,GATEKEEPER SYSTEMS INC,Pink Current,0.500000,1.358200,19550,Foreign Ordinary Shares,Canada,British Columbia
FFXDF,AIRFAX INDIA HLDG CRP ORD,Pink Current,12.905000,0.572800,38162,Foreign Ordinary Shares,Canada,Ontario
CPPKF,COPPERBANK RES CORP,Pink Current,0.636900,-1.576300,28484,Foreign Ordinary Shares,Canada,British Columbia
LGYV,LEGACY VENTURES INTL INC,Pink Current,8.000000,,0,Common Stock,Canada,Ontario
SPLIF,NUTRITIONAL HIGH INTL INC,Pink Current,0.102600,-5.957800,3150,Foreign Ordinary Shares,Canada,Ontario
CRSWF,BIOMIND LABS INC,Pink Current,1.177500,,0,Foreign Ordinary Shares,Canada,Ontario
SNTW,SUMMIT NETWORKS INC,Pink Current,0.968000,,5,Common Stock,Canada,British Columbia
ARGYF,AVANTI ENERGY INC,Pink Current,1.293000,3.440000,20071,Foreign Ordinary Shares,Canada,British Columbia
AGFAF,AGRA VENTURES LTD,Pink Current,0.815600,-7.318200,10812,Foreign Ordinary Shares,Canada,British Columbia
LTCCF,LITE ACCESS TECHNOL ORD,Pink Current,0.119955,-9.618000,2800,Foreign Ordinary Shares,Canada,British Columbia
CLABF,CORE ONE LABS INC,Pink Current,1.100000,-4.388600,12855,Foreign Ordinary Shares,Canada,British Columbia
XAUMF,GOLDMONEY INC ORD,Pink Current,2.025600,-5.781700,72175,Foreign Ordinary Shares,Canada,Ontario
CANQF,CANAQUEST MED CORP,Pink Current,0.330000,-5.714300,3600,Foreign Ordinary Shares,Canada,Ontario
MENXF,"MEMEX, INC. ORD",Pink Current,0.034500,74.242400,76136,Foreign Ordinary Shares,Canada,
EPYFF,E-PLAY DIGITAL INC ORD,Pink Current,0.118500,,0,Foreign Ordinary Shares,Canada,Alberta
OBNNF,OSISKO MNG INC ORD,Pink Current,2.090000,-2.564100,71810,Foreign Ordinary Shares,Canada,Ontario
ECORF,ELCORA ADVANCED MAT ORD,Pink Current,0.095000,-9.177800,6762,Foreign Ordinary Shares,Canada,Nova Scotia
HMTXF,HEMOSTEMIX INC,Pink Current,0.154600,-2.089900,11565,Foreign Ordinary Shares,Canada,Alberta
GDIFF,GDI INTGRTED FCILTY SVCS,Pink Current,42.790000,,54,Foreign Ordinary Shares,Canada,Quebec
BLKLF,BLACKLINE SAFETY CORP,Pink Current,5.900000,,50,Foreign Ordinary Shares,Canada,Alberta
BTLLF,NORTH PEAK RESOURCES LTD,Pink Current,0.635310,-4.205400,82394,Foreign Ordinary Shares,Canada,British Columbia
KMMPF,KILLIAM APT REIT UNIT,Pink Current,18.540000,-0.161600,1194,Units,Canada,Nova Scotia
VRTHF,VERITAS PHARMA INC,Pink Current,0.169700,,198,Foreign Ordinary Shares,Canada,British Columbia
ACRL,ATACAMA RESOURCES INTL,Pink Current,0.019350,-11.845100,2897738,Common Stock,Canada,Ontario
ITTGF,INTACT GOLD CORP ORD NEW,Pink Current,0.042000,,0,Foreign Ordinary Shares,Canada,British Columbia
RWCRF,RIWI CORP ORD,Pink Current,1.472000,6.666700,4850,Foreign Ordinary Shares,Canada,Ontario
AVRTF,AVARONE METALS INC ORD,Pink Current,0.021790,,0,Foreign Ordinary Shares,Canada,British Columbia
ZPHYF,ZEPHYR MINERALS LTD ORD,Pink Current,0.127500,-1.772000,87500,Foreign Ordinary Shares,Canada,Nova Scotia
CARCF,C3 METALS INC,Pink Current,0.168300,-4.375000,4760,Foreign Ordinary Shares,Canada,Ontario
PLMNF,PALAMINA CORP ORD,Pink Current,0.259200,,0,Foreign Ordinary Shares,Canada,Ontario
MGXMF,MGX MINERALS INC ORD,Pink Current,0.069500,15.833300,326011,Foreign Ordinary Shares,Canada,British Columbia
THURF,THUNDERSTRUCK RES ORD,Pink Current,0.070800,,0,Foreign Ordinary Shares,Canada,British Columbia
ERILF,DYNAMIC TECHNOLOGIES GRP,Pink Current,0.299000,,0,Foreign Ordinary Shares,Canada,Alberta
SPMTF,SPEARMINT RESOURCES ORD,Pink Current,0.107500,0.749800,392531,Foreign Ordinary Shares,Canada,British Columbia
BRVVF,QUANTUM BATTERY METALS CO,Pink Current,1.865000,,0,Foreign Ordinary Shares,Canada,British Columbia
CENBF,CEN BIOTECH INC ORD,Pink Current,0.399800,-9.136400,10460,Foreign Ordinary Shares,Canada,Ontario
LKMNF,LUCKY MINERALS INC,Pink Current,0.070800,-2.880700,5000,Foreign Ordinary Shares,Canada,British Columbia
CRRVF,CVR MED CORP ORD,Pink Current,0.016000,1.265800,14753,Foreign Ordinary Shares,Canada,British Columbia
ECNCF,ECN CAPITAL CORP ORD,Pink Current,8.828000,-0.249700,10250,Foreign Ordinary Shares,Canada,Ontario
NRRWF,NURAN WIRELESS INC,Pink Current,1.326500,,0,Foreign Ordinary Shares,Canada,Quebec
TDSGF,TELO GENOMICS CORP,Pink Current,0.380700,8.245700,16110,Foreign Ordinary Shares,Canada,Ontario
BBBMF,HUNTSMAN EXPLORATION INC,Pink Current,0.063200,9.913000,2600,Foreign Ordinary Shares,Canada,British Columbia
FRRSF,FAR RES LTD ORD,Pink Current,0.085600,1.301800,2905,Foreign Ordinary Shares,Canada,British Columbia
RDDTF,RADIENT TECH INC ORD,Pink Current,0.041900,-12.343100,10100,Foreign Ordinary Shares,Canada,Alberta
LRTTF,LIBERTY ONE LITHIUM CORP,Pink Current,0.345600,-6.594600,2506,Foreign Ordinary Shares,Canada,British Columbia
APHWF,APOLLO HLTHCRE CP WTS,Pink Current,0.008000,,0,Warrants,Canada,Ontario
BYAGF,BANYAN GOLD CORP CL A ORD,Pink Current,0.238020,1.194700,18800,Foreign Ordinary Shares,Canada,Alberta
CDELF,CANDELARIA MINING CRP ORD,Pink Current,0.422200,,0,Foreign Ordinary Shares,Canada,British Columbia
FRHHF,FRESHII CL A SUB VTG ORD,Pink Current,1.720000,,0,Foreign Ordinary Shares,Canada,Ontario
FFXXF,HELIOS FAIRFAX PARTNERS,Pink Current,4.372000,,137,Foreign Ordinary Shares,Canada,Ontario
NVTQF,TRENCH METALS CORP,Pink Current,0.831000,0.192900,41000,Foreign Ordinary Shares,Canada,British Columbia
TRLFF,TRUE LEAF BRANDS INC,Pink Current,0.186000,-8.284000,44153,Foreign Ordinary Shares,Canada,British Columbia
CBBWF,POWER GROUP PROJECTS CORP,Pink Current,0.031900,,0,Foreign Ordinary Shares,Canada,British Columbia
KNDYF,KENADYR METALS CORP,Pink Current,0.106150,,0,Foreign Ordinary Shares,Canada,British Columbia
LXENF,LITHIUM ENERGI EXPL INC,Pink Current,0.147000,0.000000,100,Foreign Ordinary Shares,Canada,
RLLT,RELIANT SVC INC,Pink Current,0.000000,,0,Common Stock,Canada,Alberta
ALTPF,ALTIPLANO METALS INC ORD,Pink Current,0.259300,9.437500,133397,Foreign Ordinary Shares,Canada,Alberta
ELBSF,ENGAGEMENT LABS INC,Pink Current,0.038900,,0,Foreign Ordinary Shares,Canada,Quebec
EEMMF,E3 METALS CORP ORD,Pink Current,2.656500,8.428600,132696,Foreign Ordinary Shares,Canada,Alberta
FORZ,FORZA INNOVATIONS INC,Pink Current,0.130300,0.000000,28771,Common Stock,Canada,Alberta
SMDZF,STRATEGIC METALS LTD NEW,Pink Current,0.271600,2.143700,3350,Foreign Ordinary Shares,Canada,British Columbia
TRRSF,TRISURA GROUP LTD ORD,Pink Current,35.157300,-0.138600,3017,Foreign Ordinary Shares,Canada,Ontario
FVVSF,ARANJIN RESOURCES LTD.,Pink Current,0.027400,,0,Foreign Ordinary Shares,Canada,Ontario
RHHNF,INTERNATIONAL BAT MET ORD,Pink Current,0.600000,3.770300,41699,Foreign Ordinary Shares,Canada,British Columbia
GBBGF,GLOBAL LI-ION GRAPH ORD,Pink Current,0.060200,-0.692800,17250,Foreign Ordinary Shares,Canada,British Columbia
RYTTF,ROYALTY NORTH PART ORD,Pink Current,0.368600,,0,Foreign Ordinary Shares,Canada,British Columbia
SLLTF,RECHARGE RES LTD,Pink Current,0.044900,11.691500,238353,Foreign Ordinary Shares,Canada,British Columbia
SOLCF,SOL GLOBAL INVTS CORP,Pink Current,2.754261,-0.207900,35899,Foreign Ordinary Shares,Canada,Ontario
MVVYF,MOOVLY MEDIA INC ORD,Pink Current,0.144800,-2.688200,12138,Foreign Ordinary Shares,Canada,British Columbia
ANTGF,ADVANTAGEWON OIL CORP,Pink Current,0.263030,10.973800,150,Foreign Ordinary Shares,Canada,Ontario
RLLVF,RELEVIUM TECHNOLOGIES INC,Pink Current,0.010900,,0,Foreign Ordinary Shares,Canada,Quebec
VYYRF,VOYAGEUR PHARMS LTD,Pink Current,0.083640,-6.022500,7750,Foreign Ordinary Shares,Canada,
FWEDF,FIREWEED ZINC LTD,Pink Current,0.700000,,1,Foreign Ordinary Shares,Canada,British Columbia
DOCKF,BEYOND MED TECHNOLOGIES,Pink Current,0.023800,,0,Foreign Ordinary Shares,Canada,British Columbia
GRXXF,AUSTRALIAN GOLDFIELDS LTD,Pink Current,0.131700,12.085100,100,Foreign Ordinary Shares,Canada,British Columbia
BENZF,BENZ MNG CORP,Pink Current,0.539000,,0,Foreign Ordinary Shares,Canada,British Columbia
CADMF,CHEMESIS INTL INC,Pink Current,0.114300,2.236100,78614,Foreign Ordinary Shares,Canada,British Columbia
STZHF,STELCO HOLDINGS INC,Pink Current,34.790000,1.964000,4152,Foreign Ordinary Shares,Canada,Ontario
ISCNF,ISRACANN BIOSCIENCES INC,Pink Current,0.073000,-1.484500,77111,Foreign Ordinary Shares,Canada,British Columbia
UCCPF,UPCO INTL INC,Pink Current,0.067500,,0,Foreign Ordinary Shares,Canada,British Columbia
CBBLF,CBLT INC,Pink Current,0.048000,,0,Foreign Ordinary Shares,Canada,Ontario
BHHKF,BENCHMARK BOTANICS INCORD,Pink Current,0.023600,,0,Foreign Ordinary Shares,Canada,British Columbia
HHPHF,MOJAVE BRANDS INC,Pink Current,0.110600,,4,Foreign Ordinary Shares,Canada,British Columbia
SAENF,SOLAR ALLIANCE ENERGY NEW,Pink Current,0.158400,-5.432800,28760,Foreign Ordinary Shares,Canada,British Columbia
MONGF,MONTEGO RESOURCES INC,Pink Current,0.010800,,0,Foreign Ordinary Shares,Canada,British Columbia
LTTSF,LOTUS VENTURES INC,Pink Current,0.140000,,0,Foreign Ordinary Shares,Canada,British Columbia
